USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  53044 11508 ?        Ss   янв21   0:11 /usr/lib/systemd/systemd --switched-root --system --deserialize=48 rhgb
a.yersi+    1983  0.0  0.0 1059236 15672 ?       Sl   янв21   0:02 /usr/libexec/evolution-data-server/evolution-alarm-notify
a.yersi+    1984  0.0  0.0 518796 14176 ?        Sl   янв21   0:01 /usr/bin/python3 -Es /usr/bin/seapplet
a.yersi+    1990  0.0  0.0 587836 14588 ?        Sl   янв21   0:01 cinnamon-killer-daemon
a.yersi+    1996  0.0  0.0 578264  9668 ?        Ssl  янв21   0:00 /usr/bin/abrt-applet --gapplication-service
a.yersi+    1997  0.1  2.8 2125684 457016 ?      SLl  янв21  19:58 /usr/bin/remmina -i
a.yersi+    2282  0.0  0.0 1519640 12548 ?       Ssl  янв21   0:00 /usr/libexec/evolution-source-registry
a.yersi+    2462  0.0  0.0  46896  3804 ?        Ss   янв21   0:00 /usr/libexec/bluetooth/obexd
a.yersi+    2475  0.0  0.0 590988 15016 ?        Sl   янв21  11:34 /usr/bin/python3 -sPE /usr/bin/blueman-tray
a.yersi+    2618  0.0  0.0 1669948 11148 ?       Ssl  янв21   0:00 /usr/libexec/evolution-calendar-factory
a.yersi+    2632  0.0  0.0 527668  4700 ?        Ssl  янв21   0:00 /usr/libexec/xdg-permission-store
a.yersi+    2709  0.0  0.0 978356 10088 ?        Ssl  янв21   0:00 /usr/libexec/evolution-addressbook-factory
root        2738  0.0  0.0 556276  7076 ?        Ssl  янв21   0:00 /usr/sbin/abrt-dbus -t133
a.yersi+    2852  0.0  0.0 844432  9552 ?        Sl   янв21   0:00 /usr/libexec/gvfsd-trash --spawner :1.5 /org/gtk/gvfs/exec_spaw/0
a.yersi+    2871  0.0  0.0 454708  4776 ?        Ssl  янв21   0:00 /usr/libexec/gvfsd-metadata
a.yersi+    2900  1.9  5.2 36676560 845620 ?     SLl  янв21 258:02 /opt/google/chrome/chrome
a.yersi+    2905  0.0  0.0 227072  1540 ?        S    янв21   0:00 cat
a.yersi+    2906  0.0  0.0 227072  1544 ?        S    янв21   0:00 cat
a.yersi+    2908  0.0  0.0 33577092 3492 ?       Sl   янв21   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/a.yersinov@corp.onevision.kz/.config/google-chrome/Crash Reports --metrics-dir=/home/a.yersinov@corp.onevision.kz/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 40 (Cinnamon) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=132.0.6834.83 --initial-client-fd=5 --shared-client-connection
a.yersi+    2910  0.0  0.0 33567856 2128 ?       Sl   янв21   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/a.yersinov@corp.onevision.kz/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 40 (Cinnamon) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=132.0.6834.83 --initial-client-fd=4 --shared-client-connection
a.yersi+    2916  0.0  0.1 34421872 23140 ?      S    янв21   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable
a.yersi+    2917  0.0  0.1 34421856 27272 ?      S    янв21   0:00 /opt/google/chrome/chrome --type=zygote --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable
a.yersi+    2919  0.0  0.0 34421880 8360 ?       S    янв21   0:32 /opt/google/chrome/chrome --type=zygote --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable
a.yersi+    2945  3.4  0.9 34935168 161348 ?     Sl   янв21 459:34 /opt/google/chrome/chrome --type=gpu-process --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    2946  0.0  0.0 868620 12036 ?        Ssl  янв21   0:18 /usr/libexec/xdg-desktop-portal
a.yersi+    2947  0.6  0.7 34243920 117328 ?     Sl   янв21  83:59 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ru --service-sandbox-type=none --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    2953  0.0  0.0 827308  5076 ?        Ssl  янв21   0:01 /usr/libexec/xdg-document-portal
root        2966  0.0  0.0  11656  1912 ?        Ss   янв21   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/73401664/doc
a.yersi+    2971  0.0  0.0 616420  7576 ?        Ssl  янв21   0:02 /usr/libexec/xdg-desktop-portal-xapp
a.yersi+    2973  0.0  0.3 34493800 55328 ?      Sl   янв21   1:36 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ru --service-sandbox-type=utility --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    2994  0.0  0.1 1028516 26008 ?       Ssl  янв21   0:06 /usr/libexec/xdg-desktop-portal-gtk
a.yersi+    3057  0.0  0.9 1216897360 154856 ?   Sl   янв21   7:05 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --extension-process --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=58989157 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root        3133  0.0  0.0 535116  6240 ?        Ssl  янв21   0:00 /usr/sbin/pcscd --foreground --auto-exit
a.yersi+    3291  0.3  1.9 1216906284 316460 ?   Sl   янв21  44:28 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=63999736 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3322  0.6  2.6 1216940380 424776 ?   Sl   янв21  90:37 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=66012152 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3367  0.0  0.3 34250448 48504 ?      Sl   янв21   4:42 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ru --service-sandbox-type=none --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3407  0.5  4.8 1216915580 780652 ?   Sl   янв21  65:52 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=77036918 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3408  0.3  7.5 1219692472 1218280 ?  Sl   янв21  48:50 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=77040612 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3414  0.2  4.6 1217903312 755820 ?   Sl   янв21  36:44 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=77043972 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3466  0.0  0.8 1216854780 130052 ?   Sl   янв21   1:38 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=46 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=79532846 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3481  0.1  2.1 1218613276 342912 ?   Sl   янв21  18:23 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=80088035 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3496  0.0  0.9 1216854796 152796 ?   Sl   янв21   0:30 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=47 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=82400068 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3512  0.0  1.8 1220317672 295056 ?   Sl   янв21   6:39 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=83177723 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3561  0.0  1.6 1218642460 271536 ?   Sl   янв21  11:20 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=89237679 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3667  0.0  1.8 1218610344 300468 ?   Sl   янв21   5:55 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=109602803 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3676  0.0  1.3 1223756716 225476 ?   Sl   янв21   1:28 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=53 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=109991464 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3790  0.0  1.8 1218618768 301644 ?   Sl   янв21   5:36 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=118518632 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    3888  0.0  0.6 1216846500 106400 ?   Sl   янв21   0:21 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=64 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=136204537 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    4514  0.0  0.8 1216877900 135960 ?   Sl   янв21   1:47 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=1813852215 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    5003  0.0  0.7 1216866232 121044 ?   Sl   янв21   0:18 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=2925461271 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+    5529  0.0  1.4 1218605332 241156 ?   Sl   янв21   7:25 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=39 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=3430663499 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root        7696  0.0  0.0      0     0 ?        I<   янв21   0:00 [kworker/R-uas]
a.yersi+   14564  0.0  0.0 697280  9092 ?        Sl   янв22   0:00 /usr/libexec/gvfsd-network --spawner :1.5 /org/gtk/gvfs/exec_spaw/1
a.yersi+   14574  0.0  0.0 614244  6472 ?        Sl   янв22   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.5 /org/gtk/gvfs/exec_spaw/2
a.yersi+   14580  0.0  0.0 622888  8160 ?        Sl   янв22   0:12 /usr/libexec/gvfsd-wsdd --spawner :1.5 /org/gtk/gvfs/exec_spaw/3
a.yersi+   14585  0.0  0.0 259672  9056 ?        S    янв22   0:17 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/73401664/gvfsd/wsdd
a.yersi+   37012  0.0  0.0 547212  7380 ?        Sl   янв22   0:00 /usr/libexec/gvfsd-http --spawner :1.5 /org/gtk/gvfs/exec_spaw/4
a.yersi+  168466  0.4  1.3 1216894552 210188 ?   Sl   янв24  41:56 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7201 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=203400546406 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  196568  0.0  0.7 1218573988 128224 ?   Sl   янв27   3:31 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --extension-process --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7911 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=442428057786 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  198468  0.0  0.2 739816 34008 ?        Sl   янв27   0:02 /usr/bin/xed
a.yersi+  201569  0.0  0.2 875940 39332 ?        Ssl  янв27   2:28 /usr/libexec/gnome-terminal-server
a.yersi+  201577  0.0  0.0 239016  5076 pts/5    Ss   янв27   0:00 bash
root      212124  0.0  0.0 246120  7400 ?        Ss   янв27   2:41 /usr/libexec/sssd/sssd_kcm --uid 0 --gid 0 --logger=files
root      212153  0.0  0.0      0     0 ?        S    янв27   0:00 [irq/160-mei_me]
a.yersi+  212961  0.0  0.6 1218569772 107884 ?   Sl   янв27   1:04 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --extension-process --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8617 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=460252112926 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  273722  0.0  0.9 1216859140 145768 ?   Sl   янв28   0:07 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11409 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=537020402658 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  280660  0.0  0.7 1216854888 117604 ?   Sl   янв28   0:05 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11732 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=544254907317 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  289699  1.1  2.1 1218631796 348040 ?   Sl   янв28  33:20 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12147 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=554882307513 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  333181  0.0  1.2 1218596912 201924 ?   Sl   янв29   0:39 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14083 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=614287691503 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  334215  0.0  0.6 1216838696 110748 ?   Sl   янв29   0:02 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14127 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=615480134667 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  334224  0.0  0.7 1216867420 118368 ?   Sl   янв29   0:03 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14128 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=615481120345 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  334234  0.0  0.8 1218575748 144356 ?   Sl   янв29   0:08 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14129 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=615481487473 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  342843  0.0  1.9 1216938204 317556 ?   Sl   янв29   1:14 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14533 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=621952124105 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  380458  0.2  1.4 1218577944 233468 ?   Sl   08:18   1:16 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --extension-process --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15286 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=693534016810 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  381850  0.0  1.0 1218578692 175192 ?   Sl   10:42   0:04 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15321 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=702175228646 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
